,K55 CNC,Machine_Type,Total_Dim_x,Sample_Taken,OK_Count,Yield%,Shift1_Sample_Taken,Shift1_DIM_Inspected,Shift1_OK_Count,Shift1_NG_Count,Shift1_NG_List,Shift2_Sample_Taken,Shift2_DIM_Inspected,Shift2_OK_Count,Shift2_NG_Count,Shift2_NG_List,Shift3_Sample_Taken,Shift3_DIM_Inspected,Shift3_OK_Count,Shift3_NG_Count,Shift3_NG_List
289,BM1L3C1F18,RR,7,7,0.0,0.0%,7,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
290,BM1L3C1F2,BU,33,19,0.0,0.0%,19,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
291,BM1L3C1F2,LR,16,39,38.0,97.4%,39,12.0,38.0,1.0,"('FAI0780',)",0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
292,BM1L3C1F2,RR,7,21,0.0,0.0%,21,4.0,0.0,21.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
293,BM1L3C1F20,BU,33,15,0.0,0.0%,30,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,76.0,24.0,70.0,6.0,"('P63_2', 'P63_3', 'P63_4')"
294,BM1L3C1F20,LR,16,13,0.0,0.0%,13,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,13.0,0.0,0.0,0.0,0
295,BM1L3C1F20,RR,7,7,0.0,0.0%,7,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0.0,0,7.0,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
296,BM1L3C1F22,BU,33,19,0.0,0.0%,38,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,30.0,0.0,0.0,0.0,0
297,BM1L3C1F22,LR,16,13,0.0,0.0%,13,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,13.0,0.0,0.0,0.0,0
298,BM1L3C1F22,RR,7,7,0.0,0.0%,7,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0.0,0,7.0,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
299,BM1L3C1F23,BU,33,15,0.0,0.0%,15,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,15.0,0.0,0.0,0.0,0
300,BM1L3C1F23,LR,16,13,0.0,0.0%,13,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,13.0,0.0,0.0,0.0,0
301,BM1L3C1F23,RR,7,7,0.0,0.0%,7,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0.0,0,7.0,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
302,BM1L3C1F24,BU,33,19,16.0,84.2%,38,24.0,32.0,6.0,"('P63_2', 'P63_3', 'P63_4')",60.0,0.0,0.0,0.0,0,60.0,0.0,0.0,0.0,0
303,BM1L3C1F25,BU,33,15,0.0,0.0%,30,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,30.0,22.0,28.0,2.0,"('P66',)"
304,BM1L3C1F25,LR,16,13,0.0,0.0%,13,0.0,0.0,0.0,0,13.0,0.0,0.0,0.0,0,13.0,0.0,0.0,0.0,0
305,BM1L3C1F25,RR,7,7,0.0,0.0%,7,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0.0,0,7.0,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
306,BM1L3C1F26,LR,16,13,0.0,0.0%,13,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,13.0,0.0,0.0,0.0,0
307,BM1L3C1F26,RR,7,7,0.0,0.0%,7,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0.0,0,7.0,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
308,BM1L3C1F28,BU,33,15,14.0,93.3%,30,22.0,28.0,2.0,"('P66',)",0.0,0.0,0.0,0.0,0,30.0,0.0,0.0,0.0,0
309,BM1L3C1F28,LR,16,13,0.0,0.0%,13,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,13.0,0.0,0.0,0.0,0
310,BM1L3C1F28,RR,7,7,0.0,0.0%,7,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0.0,0,7.0,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
311,BM1L3C1F31,BU,33,15,0.0,0.0%,30,0.0,0.0,0.0,0,30.0,0.0,0.0,0.0,0,38.0,0.0,0.0,0.0,0
312,BM1L3C1F31,LR,16,13,0.0,0.0%,13,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,13.0,0.0,0.0,0.0,0
313,BM1L3C1F31,RR,7,7,0.0,0.0%,7,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",7.0,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",7.0,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
314,BM1L3C1F33,BU,33,15,0.0,0.0%,15,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
315,BM1L3C1F33,LR,16,13,0.0,0.0%,13,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
316,BM1L3C1F33,RR,7,7,0.0,0.0%,7,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
317,BM1L3C1F34,BU,33,15,14.0,93.3%,15,11.0,14.0,1.0,"('P66',)",15.0,11.0,14.0,1.0,"('P66',)",0.0,0.0,0.0,0.0,0
318,BM1L3C1F34,LR,16,13,0.0,0.0%,13,0.0,0.0,0.0,0,13.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
319,BM1L3C1F34,RR,7,7,0.0,0.0%,7,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",7.0,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0.0,0
320,BM1L3C1F35,BU,33,15,14.0,93.3%,15,11.0,14.0,1.0,"('P66',)",0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
321,BM1L3C1F35,LR,16,13,0.0,0.0%,13,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
322,BM1L3C1F35,RR,7,7,0.0,0.0%,7,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
323,BM1L3C1F4,BU,33,19,0.0,0.0%,38,0.0,0.0,0.0,0,30.0,22.0,28.0,2.0,"('P66',)",0.0,0.0,0.0,0.0,0
324,BM1L3C1F4,LR,16,39,0.0,0.0%,78,0.0,0.0,0.0,0,26.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
325,BM1L3C1F4,RR,7,7,0.0,0.0%,7,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",7.0,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0.0,0
326,BM1L3C1F46,BU,33,15,14.0,93.3%,15,11.0,14.0,1.0,"('P66',)",0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
327,BM1L3C1F46,LR,16,13,0.0,0.0%,13,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
328,BM1L3C1F46,RR,7,7,0.0,0.0%,7,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
329,BM1L3C1F48,BU,33,15,0.0,0.0%,15,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,15.0,0.0,0.0,0.0,0
330,BM1L3C1F48,LR,16,13,0.0,0.0%,13,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,13.0,0.0,0.0,0.0,0
331,BM1L3C1F48,RR,7,7,0.0,0.0%,7,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0.0,0,7.0,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
332,BM1L3C1F5,LR,16,13,0.0,0.0%,13,0.0,0.0,0.0,0,13.0,0.0,0.0,0.0,0,13.0,0.0,0.0,0.0,0
333,BM1L3C1F7,BU,33,15,0.0,0.0%,30,0.0,0.0,0.0,0,30.0,0.0,0.0,0.0,0,114.0,24.0,108.0,6.0,"('P63_2', 'P63_3', 'P63_4')"
334,BM1L3C1F7,LR,16,13,0.0,0.0%,26,0.0,0.0,0.0,0,26.0,0.0,0.0,0.0,0,52.0,0.0,0.0,0.0,0
335,BM1L3C1F7,RR,7,7,0.0,0.0%,7,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",7.0,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",7.0,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
336,BM1L3C1F8,BU,33,15,0.0,0.0%,15,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
337,BM1L3C1F8,LR,16,13,0.0,0.0%,13,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
338,BM1L3C1F8,RR,7,7,0.0,0.0%,7,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
339,BM1L3CF11,BU,33,19,16.0,84.2%,19,12.0,16.0,3.0,"('P63_2', 'P63_3', 'P63_4')",0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
340,BM1L3CF11,LR,16,13,0.0,0.0%,13,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
341,BM1L3CF11,RR,7,7,0.0,0.0%,7,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
342,BM1L3CF18,BU,33,19,18.0,94.7%,19,12.0,18.0,1.0,"('P63_1',)",0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
343,BM1L3CF18,RR,7,7,0.0,0.0%,7,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
344,BM1L3CF22,BU,33,19,0.0,0.0%,19,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
345,BM1L3CF22,LR,16,13,0.0,0.0%,13,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
346,BM1L3CF22,RR,7,7,0.0,0.0%,7,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
347,BM1L4C1F13,BU,33,15,14.0,93.3%,15,11.0,14.0,1.0,"('P66',)",15.0,11.0,14.0,1.0,"('P66',)",0.0,0.0,0.0,0.0,0
348,BM1L4C1F13,LR,16,13,0.0,0.0%,13,0.0,0.0,0.0,0,13.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
349,BM1L4C1F13,RR,7,7,0.0,0.0%,7,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",7.0,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0.0,0
350,BM1L4C1F14,BU,33,34,0.0,0.0%,68,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,30.0,0.0,0.0,0.0,0
351,BM1L4C1F14,LR,16,26,0.0,0.0%,52,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,78.0,24.0,76.0,2.0,"('FAI0780',)"
352,BM1L4C1F14,RR,7,14,0.0,0.0%,28,8.0,0.0,28.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0.0,0,14.0,8.0,0.0,14.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
353,BM1L4C1F15,BU,33,30,0.0,0.0%,60,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,30.0,0.0,0.0,0.0,0
354,BM1L4C1F15,LR,16,26,0.0,0.0%,52,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,26.0,0.0,0.0,0.0,0
355,BM1L4C1F15,RR,7,14,0.0,0.0%,28,8.0,0.0,28.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0.0,0,14.0,8.0,0.0,14.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
356,BM1L4C1F16,BU,33,15,0.0,0.0%,15,0.0,0.0,0.0,0,15.0,0.0,0.0,0.0,0,15.0,0.0,0.0,0.0,0
357,BM1L4C1F16,LR,16,13,0.0,0.0%,26,0.0,0.0,0.0,0,52.0,24.0,50.0,2.0,"('FAI0780',)",26.0,0.0,0.0,0.0,0
358,BM1L4C1F16,RR,7,7,0.0,0.0%,7,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",7.0,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",7.0,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
359,BM1L4C1F17,BU,33,15,0.0,0.0%,30,0.0,0.0,0.0,0,30.0,0.0,0.0,0.0,0,30.0,22.0,28.0,2.0,"('P64',)"
360,BM1L4C1F17,LR,16,13,0.0,0.0%,13,0.0,0.0,0.0,0,13.0,0.0,0.0,0.0,0,13.0,0.0,0.0,0.0,0
361,BM1L4C1F17,RR,7,7,0.0,0.0%,7,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",7.0,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",7.0,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
362,BM1L4C1F18,BU,33,15,0.0,0.0%,30,0.0,0.0,0.0,0,30.0,22.0,28.0,2.0,"('P64',)",30.0,0.0,0.0,0.0,0
363,BM1L4C1F18,LR,16,13,0.0,0.0%,13,0.0,0.0,0.0,0,13.0,0.0,0.0,0.0,0,13.0,0.0,0.0,0.0,0
364,BM1L4C1F18,RR,7,7,0.0,0.0%,7,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",7.0,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",7.0,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
365,BM1L4C1F19,BU,33,15,0.0,0.0%,30,0.0,0.0,0.0,0,30.0,22.0,28.0,2.0,"('P66',)",30.0,0.0,0.0,0.0,0
366,BM1L4C1F19,LR,16,13,0.0,0.0%,13,0.0,0.0,0.0,0,13.0,0.0,0.0,0.0,0,13.0,0.0,0.0,0.0,0
367,BM1L4C1F19,RR,7,7,0.0,0.0%,7,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",7.0,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",7.0,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
368,BM1L4C1F2,BU,33,30,0.0,0.0%,60,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,30.0,0.0,0.0,0.0,0
369,BM1L4C1F2,LR,16,26,0.0,0.0%,26,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
370,BM1L4C1F2,RR,7,14,0.0,0.0%,14,4.0,0.0,14.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
371,BM1L4C1F20,BU,33,15,0.0,0.0%,30,0.0,0.0,0.0,0,30.0,0.0,0.0,0.0,0,38.0,24.0,36.0,2.0,"('P63_4',)"
372,BM1L4C1F20,LR,16,13,0.0,0.0%,26,0.0,0.0,0.0,0,26.0,0.0,0.0,0.0,0,52.0,24.0,50.0,2.0,"('FAI0780',)"
373,BM1L4C1F20,RR,7,7,0.0,0.0%,7,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",7.0,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",7.0,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
374,BM1L4C1F21,BU,33,15,14.0,93.3%,30,22.0,28.0,2.0,"('P66',)",0.0,0.0,0.0,0.0,0,30.0,0.0,0.0,0.0,0
375,BM1L4C1F21,LR,16,13,0.0,0.0%,13,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,13.0,0.0,0.0,0.0,0
376,BM1L4C1F21,RR,7,7,0.0,0.0%,7,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0.0,0,7.0,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
377,BM1L4C1F25,BU,33,15,14.0,93.3%,15,11.0,14.0,1.0,"('P66',)",0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
378,BM1L4C1F25,LR,16,13,0.0,0.0%,13,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
379,BM1L4C1F25,RR,7,14,0.0,0.0%,14,4.0,0.0,14.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
380,BM1L4C1F26,BU,33,15,0.0,0.0%,30,0.0,0.0,0.0,0,30.0,22.0,28.0,2.0,"('P66',)",0.0,0.0,0.0,0.0,0
381,BM1L4C1F26,LR,16,13,0.0,0.0%,13,0.0,0.0,0.0,0,13.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
382,BM1L4C1F26,RR,7,14,0.0,0.0%,28,8.0,0.0,28.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",14.0,8.0,0.0,14.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0.0,0
383,BM1L4C1F27,BU,33,15,14.0,93.3%,30,22.0,28.0,2.0,"('P66',)",30.0,22.0,28.0,2.0,"('P66',)",60.0,22.0,56.0,4.0,"('FAI0373', 'P66')"
384,BM1L4C1F27,LR,16,13,0.0,0.0%,26,0.0,0.0,0.0,0,26.0,0.0,0.0,0.0,0,78.0,24.0,76.0,2.0,"('FAI0780',)"
385,BM1L4C1F27,RR,7,7,0.0,0.0%,7,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",7.0,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",7.0,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
386,BM1L4C1F28,BU,33,53,51.0,96.2%,106,24.0,102.0,4.0,"('P63_3', 'P63_4')",0.0,0.0,0.0,0.0,0,30.0,0.0,0.0,0.0,0
387,BM1L4C1F28,LR,16,52,0.0,0.0%,104,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,26.0,0.0,0.0,0.0,0
388,BM1L4C1F28,RR,7,35,0.0,0.0%,70,8.0,0.0,70.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0.0,0,14.0,8.0,0.0,14.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
389,BM1L4C1F29,BU,33,15,0.0,0.0%,30,0.0,0.0,0.0,0,30.0,0.0,0.0,0.0,0,68.0,24.0,66.0,2.0,"('P63_1',)"
390,BM1L4C1F29,LR,16,13,0.0,0.0%,26,0.0,0.0,0.0,0,26.0,0.0,0.0,0.0,0,52.0,0.0,0.0,0.0,0
391,BM1L4C1F29,RR,7,7,0.0,0.0%,14,8.0,0.0,14.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",14.0,8.0,0.0,14.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",28.0,8.0,0.0,28.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
392,BM1L4C1F3,BU,33,34,31.0,91.2%,68,24.0,62.0,6.0,"('P63_2', 'P63_3', 'P63_4')",30.0,0.0,0.0,0.0,0,30.0,0.0,0.0,0.0,0
393,BM1L4C1F3,LR,16,26,0.0,0.0%,52,0.0,0.0,0.0,0,26.0,0.0,0.0,0.0,0,26.0,0.0,0.0,0.0,0
394,BM1L4C1F3,RR,7,14,0.0,0.0%,28,8.0,0.0,28.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",14.0,8.0,0.0,14.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",14.0,8.0,0.0,14.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
395,BM1L4C1F30,BU,33,15,14.0,93.3%,30,22.0,28.0,2.0,"('P66',)",0.0,0.0,0.0,0.0,0,30.0,0.0,0.0,0.0,0
396,BM1L4C1F30,LR,16,13,0.0,0.0%,13,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,13.0,0.0,0.0,0.0,0
397,BM1L4C1F30,RR,7,7,0.0,0.0%,7,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0.0,0,7.0,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
398,BM1L4C1F31,BU,33,15,0.0,0.0%,15,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,15.0,0.0,0.0,0.0,0
399,BM1L4C1F31,LR,16,13,0.0,0.0%,13,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,13.0,0.0,0.0,0.0,0
400,BM1L4C1F31,RR,7,7,0.0,0.0%,7,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0.0,0,7.0,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
